cyclecount,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64
766,0.188143,0.0,0.0,0.009434,0.0,0.0,0.0,0.019101,0.0,0.0,0.046799,0.0,0.043398,0.0,0.009757,0.007323,0.0,0.007878,0.016813,2.536168,4.821253,2.318507,0.013892,0.003385,0.012623,0.006564,0.950329,0.46883,0.004285,0.00319,0.179047,0.090971,0.007788,1.491789,0.00861,0.064692,0.006477,0.72421,0.389483,0.014618,0.211384,0.097154,0.041856,0.09494,0.023693,0.036908,0.021032,0.007859,0.005082,0.009787,0.010748,0.005593,0.00906,0.010489,0.008978,0.008821,0.0128,0.009351,0.010615,0.007662,0.007742,0.007418,0.009234,0.020431
767,0.220862,0.0,0.0,0.027049,0.0,0.0,0.0,0.015614,0.0,0.0,0.051224,0.0,0.078177,0.0,0.049392,0.009005,0.0,0.008159,0.024572,2.418915,4.584759,2.207008,0.006565,0.016092,0.014479,0.014266,0.905356,0.449646,0.001788,0.001945,0.17319,0.088443,0.009067,1.420239,0.004379,0.066585,0.004414,0.686443,0.371281,0.0093,0.196967,0.098092,0.03869,0.091257,0.025501,0.031769,0.02219,0.006684,0.007206,0.007509,0.009146,0.006515,0.012168,0.011205,0.010334,0.010679,0.013426,0.009408,0.017978,0.009724,0.011106,0.009653,0.009597,0.017356
768,0.160433,0.0,0.0,0.045387,0.0,0.0,0.0,0.041039,0.0,0.0,0.057356,0.0,0.076417,0.0,0.038698,0.005876,0.0,0.008873,0.01889,2.294458,4.357547,2.100298,0.003406,0.005369,0.006371,0.017496,0.859987,0.425895,0.003444,0.003271,0.165461,0.086961,0.005201,1.349843,0.004348,0.060878,0.003388,0.652953,0.358193,0.006988,0.186589,0.089919,0.03902,0.083472,0.022689,0.034664,0.016992,0.004618,0.004267,0.00723,0.009431,0.005297,0.007592,0.010259,0.008363,0.011356,0.01349,0.008397,0.010706,0.007949,0.007898,0.008015,0.009076,0.015223
769,0.199179,0.0,0.0,0.014384,0.0,0.0,0.0,0.03747,0.0,0.0,0.035633,0.0,0.033578,0.0,0.025522,0.016748,0.0,0.001003,0.021025,2.190939,4.150892,2.003302,0.011362,0.011249,0.008722,0.017282,0.817769,0.406813,0.004337,0.002676,0.155085,0.079894,0.007483,1.284518,0.007177,0.056078,0.004229,0.621726,0.341342,0.010414,0.181139,0.084749,0.037894,0.077531,0.023714,0.029476,0.020783,0.00378,0.006453,0.00772,0.010689,0.005598,0.006181,0.007857,0.007221,0.008747,0.01793,0.008785,0.013793,0.008243,0.009914,0.007607,0.008597,0.018039
770,0.441032,0.0,0.0,0.627496,0.0,0.0,0.0,0.656575,0.0,0.0,0.840884,0.0,1.426652,0.0,1.769161,0.995873,0.0,0.765569,0.750594,1.915534,3.504779,1.471088,1.084116,0.433035,0.444649,0.35187,0.397937,0.840525,0.285233,0.183649,0.241698,0.119516,0.110293,1.076066,0.423974,0.568801,0.5768,0.498166,1.274338,0.575975,0.551645,0.548469,0.151996,0.130185,0.09282,0.168899,0.141843,0.104247,0.054573,0.077903,0.035864,0.014946,0.018672,0.019645,0.020691,0.012213,0.015147,0.012507,0.014326,0.009121,0.007243,0.007677,0.008009,0.017619
771,0.513585,0.0,0.0,0.064117,0.0,0.0,0.0,0.120849,0.0,0.0,0.228433,0.0,0.572553,0.0,1.191763,1.364074,0.0,0.168132,2.690179,3.628318,6.972794,6.980607,0.371731,0.688139,0.359359,0.397485,1.111632,2.566056,0.408739,0.20429,0.153748,0.57954,0.212594,1.791246,2.425113,0.563392,1.583016,1.401032,3.446793,0.786501,0.449785,1.445506,0.305358,0.168479,0.263375,0.407488,0.246789,0.203457,0.041182,0.07523,0.027927,0.014075,0.016234,0.013719,0.026379,0.016749,0.018591,0.030538,0.033526,0.014934,0.010831,0.010449,0.013376,0.028916
772,0.453844,0.0,0.0,0.071484,0.0,0.0,0.0,0.037648,0.0,0.0,0.052532,0.0,0.478208,0.0,0.284697,0.732417,0.0,0.565822,1.432132,1.766503,6.516384,7.140267,0.23585,0.669628,0.124388,0.148731,0.953642,3.203313,0.377267,0.067684,0.035846,0.297618,0.092625,2.509587,2.826564,0.264716,0.934488,1.287373,2.398036,0.274216,0.42884,1.045313,0.230438,0.159735,0.200841,0.243779,0.10143,0.052905,0.010524,0.011495,0.018166,0.008852,0.008763,0.014904,0.028656,0.021787,0.019455,0.027678,0.0241,0.008671,0.008376,0.009962,0.011836,0.029399
773,0.264474,0.0,0.0,0.074837,0.0,0.0,0.0,0.030344,0.0,0.0,0.089259,0.0,0.439824,0.0,0.34507,0.434568,0.0,0.46662,0.966228,0.836419,5.977799,6.931011,0.241794,0.611524,0.170442,0.269989,0.514174,2.127906,0.260581,0.026987,0.02083,0.335566,0.031241,2.21988,2.59412,0.199471,0.648547,1.224082,2.125672,0.260915,0.430678,0.661,0.149675,0.154932,0.136891,0.100696,0.036119,0.014462,0.006754,0.009892,0.018724,0.01191,0.012336,0.014499,0.019977,0.027357,0.013742,0.027868,0.012834,0.011817,0.008127,0.008442,0.008279,0.027963
774,0.362031,0.0,0.0,0.022593,0.0,0.0,0.0,0.013687,0.0,0.0,0.019228,0.0,0.294927,0.0,0.201006,0.302048,0.0,0.230988,0.527189,0.679429,5.684938,6.549787,0.220883,0.463334,0.10685,0.109077,0.375166,1.539862,0.219243,0.02591,0.011511,0.325577,0.022816,1.999195,2.336837,0.121415,0.296643,1.127311,1.898908,0.275952,0.34297,0.344355,0.069963,0.138761,0.065952,0.077955,0.025877,0.012513,0.00895,0.015784,0.017188,0.006147,0.009889,0.007915,0.018952,0.015373,0.012963,0.026371,0.008388,0.010778,0.007998,0.008436,0.009444,0.025168
775,0.186903,0.0,0.0,0.052672,0.0,0.0,0.0,0.029518,0.0,0.0,0.09736,0.0,0.167448,0.0,0.107579,0.143624,0.0,0.098435,0.151852,0.79676,5.280342,6.12845,0.340768,0.242881,0.116357,0.069823,0.334695,1.302718,0.135775,0.009252,0.004147,0.283366,0.016741,1.724041,2.094392,0.044787,0.063611,1.010389,1.777379,0.422399,0.248298,0.158559,0.056004,0.126799,0.023942,0.041836,0.037765,0.00589,0.006027,0.012995,0.016738,0.006767,0.009315,0.007594,0.014323,0.019992,0.011194,0.024789,0.008263,0.009297,0.008468,0.008248,0.010557,0.022318
776,0.19385,0.0,0.0,0.031239,0.0,0.0,0.0,0.021208,0.0,0.0,0.011567,0.0,0.085925,0.0,0.084675,0.04261,0.0,0.038893,0.120371,0.679631,4.789765,5.690987,0.213506,0.056159,0.027187,0.022524,0.376549,1.233909,0.086378,0.006368,0.003417,0.260868,0.008194,1.594838,1.94274,0.031364,0.087876,0.926042,1.440897,0.44163,0.263788,0.127908,0.050328,0.123857,0.020332,0.036225,0.04173,0.005998,0.007198,0.009242,0.013549,0.007657,0.009813,0.008912,0.022656,0.015439,0.012436,0.027002,0.009575,0.010181,0.008988,0.01034,0.01211,0.020066
777,0.104045,0.0,0.0,0.017399,0.0,0.0,0.0,0.014994,0.0,0.0,0.080469,0.0,0.082679,0.0,0.097466,0.038525,0.0,0.040859,0.111915,0.640739,4.52409,5.373548,0.19225,0.058502,0.012919,0.022415,0.357123,1.167684,0.084295,0.005992,0.00454,0.250108,0.005344,1.513911,1.835444,0.029263,0.083073,0.872842,1.346092,0.406397,0.254685,0.118353,0.041747,0.120469,0.022016,0.033797,0.042665,0.007828,0.00654,0.009332,0.013451,0.005696,0.009845,0.008144,0.017646,0.018002,0.01342,0.022474,0.010402,0.006779,0.010139,0.010577,0.007611,0.020813
778,0.228918,0.0,0.0,0.019089,0.0,0.0,0.0,0.014165,0.0,0.0,0.041434,0.0,0.046546,0.0,0.137807,0.013486,0.0,0.037033,0.107755,0.611548,4.286822,5.088013,0.187824,0.048176,0.030723,0.012868,0.336478,1.102585,0.082913,0.004172,0.004854,0.235202,0.009781,1.430124,1.734325,0.030745,0.079684,0.82613,1.286301,0.386712,0.238572,0.114206,0.045006,0.110054,0.018358,0.032022,0.036249,0.004997,0.006269,0.006025,0.012555,0.005941,0.008156,0.012166,0.013612,0.017717,0.008273,0.019082,0.011876,0.006846,0.007958,0.00835,0.00848,0.02052
779,0.134328,0.0,0.0,0.049654,0.0,0.0,0.0,0.03499,0.0,0.0,0.025602,0.0,0.048973,0.0,0.078664,0.042739,0.0,0.035081,0.101653,0.574277,4.056073,4.817059,0.182191,0.044731,0.017042,0.012209,0.315971,1.043212,0.076945,0.00667,0.00474,0.223379,0.007568,1.352567,1.641623,0.026122,0.073423,0.783467,1.207357,0.35959,0.228066,0.106846,0.039368,0.105051,0.014226,0.028852,0.03685,0.00691,0.004802,0.010211,0.010992,0.00498,0.007541,0.007581,0.017444,0.016096,0.008775,0.019393,0.010625,0.007492,0.008295,0.008028,0.009542,0.020194
780,0.197369,0.0,0.0,0.014823,0.0,0.0,0.0,0.034623,0.0,0.0,0.006192,0.0,0.069803,0.0,0.034497,0.024429,0.0,0.0378,0.096503,0.545692,3.847975,4.568996,0.169823,0.050376,0.018951,0.01749,0.303299,0.990324,0.073029,0.004285,0.004105,0.209535,0.007567,1.286684,1.558576,0.027657,0.071423,0.743623,1.156922,0.350982,0.220454,0.099052,0.035289,0.096085,0.016435,0.029627,0.03515,0.007009,0.004713,0.008126,0.008862,0.004138,0.007305,0.009144,0.016712,0.01239,0.008139,0.016454,0.008276,0.007909,0.006764,0.007897,0.009519,0.016816
781,0.190812,0.0,0.0,0.030971,0.0,0.0,0.0,0.035944,0.0,0.0,0.013522,0.0,0.067998,0.0,0.060197,0.027687,0.0,0.032998,0.087162,0.523833,3.659072,4.340927,0.154568,0.049303,0.016019,0.020722,0.290987,0.940612,0.070621,0.004261,0.003006,0.200387,0.007077,1.220783,1.481016,0.024725,0.067039,0.704299,1.095273,0.32522,0.207349,0.093622,0.040426,0.095745,0.014061,0.02588,0.034603,0.004661,0.005336,0.008118,0.015362,0.006753,0.008996,0.009344,0.016133,0.012087,0.009997,0.02257,0.010747,0.00824,0.010437,0.011135,0.008739,0.01783
782,0.169144,0.0,0.0,0.05268,0.0,0.0,0.0,0.038565,0.0,0.0,0.027619,0.0,0.04576,0.0,0.071964,0.036499,0.0,0.026041,0.088143,0.491738,3.472337,4.123821,0.15383,0.038418,0.015394,0.017096,0.275939,0.895944,0.065067,0.004283,0.001777,0.192427,0.006643,1.15943,1.405353,0.02472,0.063687,0.669509,1.041127,0.312903,0.196002,0.089618,0.039945,0.091432,0.018711,0.024115,0.028707,0.007249,0.004952,0.008521,0.011767,0.006934,0.009031,0.010067,0.017637,0.011334,0.010748,0.019566,0.010773,0.009343,0.008863,0.009528,0.009443,0.019209
783,0.157041,0.0,0.0,0.03167,0.0,0.0,0.0,0.020032,0.0,0.0,0.068054,0.0,0.030796,0.0,0.041366,0.031274,0.0,0.026149,0.083791,0.466537,3.296065,3.914816,0.147265,0.036926,0.008337,0.016258,0.259741,0.850965,0.061046,0.005756,0.002864,0.182389,0.006174,1.09885,1.332758,0.021674,0.0601,0.635029,0.980994,0.305242,0.178848,0.090023,0.036227,0.082993,0.0154,0.022578,0.030171,0.007105,0.005218,0.007356,0.007973,0.005342,0.006527,0.01222,0.015665,0.009321,0.00765,0.01799,0.007837,0.007097,0.009029,0.007783,0.010095,0.018471
784,0.158159,0.0,0.0,0.015608,0.0,0.0,0.0,0.038281,0.0,0.0,0.026397,0.0,0.047026,0.0,0.050854,0.026865,0.0,0.021719,0.083205,0.444497,3.128084,3.712497,0.143084,0.030641,0.009588,0.009613,0.243315,0.805248,0.059811,0.005654,0.002347,0.171359,0.005522,1.044314,1.267647,0.021509,0.056655,0.603666,0.940256,0.281293,0.177236,0.083928,0.031365,0.081914,0.015296,0.026759,0.029829,0.007774,0.003721,0.008343,0.008159,0.004545,0.009755,0.00769,0.013101,0.009914,0.010196,0.016219,0.009058,0.00638,0.008513,0.009673,0.008228,0.017765
785,0.427407,0.0,0.0,0.532045,0.0,0.0,0.0,0.518727,0.0,0.0,0.573047,0.0,0.922733,0.0,1.206665,0.67384,0.0,0.536955,0.82966,1.249871,1.840514,3.643595,1.762709,1.20031,0.373003,0.549537,0.19983,0.60177,0.521839,0.252133,0.161973,0.320939,0.259419,0.824186,0.891152,0.461919,0.487809,0.596338,1.211067,1.320178,0.486938,0.317918,0.591646,0.429148,0.115188,0.096842,0.154593,0.112858,0.093799,0.18949,0.079405,0.027907,0.024625,0.023625,0.019103,0.012316,0.016305,0.014858,0.013098,0.009131,0.007759,0.009189,0.008,0.019287
786,0.537038,0.0,0.0,0.069786,0.0,0.0,0.0,0.071563,0.0,0.0,0.160208,0.0,0.412217,0.0,0.431802,0.433583,0.0,0.682008,0.185068,2.225764,2.912337,7.968322,5.211336,0.702149,0.635851,0.361828,0.182015,0.268834,2.753746,0.412241,0.135199,0.209094,1.198432,0.25872,0.736558,2.404063,0.426297,1.395934,4.648226,5.037239,0.65776,0.275553,1.51945,0.639415,0.178501,0.251845,0.328266,0.19943,0.123103,0.319095,0.067388,0.020586,0.020483,0.013383,0.025559,0.033295,0.032541,0.018604,0.01833,0.012521,0.008708,0.009305,0.008509,0.031676
787,0.411069,0.0,0.0,0.053153,0.0,0.0,0.0,0.029141,0.0,0.0,0.058355,0.0,0.127763,0.0,0.361903,0.198494,0.0,0.392541,0.376419,0.917873,1.179789,8.0,5.268702,0.176643,0.667027,0.166152,0.065085,0.180921,3.12496,0.224256,0.049894,0.055291,0.628441,0.057452,1.110911,2.940804,0.050701,0.816909,4.680192,4.309518,0.238168,0.332699,1.038446,0.41809,0.177012,0.191494,0.19478,0.074236,0.04899,0.035047,0.016001,0.018045,0.023549,0.014633,0.035672,0.028484,0.02148,0.019025,0.009389,0.008566,0.009724,0.007954,0.01037,0.035364
788,0.295901,0.0,0.0,0.091956,0.0,0.0,0.0,0.0539,0.0,0.0,0.025203,0.0,0.141452,0.0,0.272577,0.056744,0.0,0.192174,0.316632,0.463876,0.585208,7.527986,4.999939,0.165714,0.50248,0.125208,0.076538,0.090917,1.967258,0.120141,0.031898,0.029356,0.637609,0.032089,1.008642,2.62083,0.026309,0.513103,4.490928,3.877405,0.216311,0.301522,0.56745,0.220111,0.154498,0.115818,0.093072,0.029225,0.016114,0.021572,0.014874,0.015142,0.023602,0.008012,0.03037,0.025196,0.011159,0.007948,0.010322,0.00845,0.008786,0.007829,0.009306,0.028642
789,0.291683,0.0,0.0,0.083263,0.0,0.0,0.0,0.074526,0.0,0.0,0.057944,0.0,0.100325,0.0,0.239178,0.073543,0.0,0.143296,0.232137,0.203911,0.21017,7.106187,4.69453,0.154043,0.370453,0.140611,0.040035,0.043528,1.494437,0.110257,0.013715,0.010095,0.588943,0.017903,0.88529,2.297752,0.014687,0.142752,4.080343,3.485027,0.363331,0.226072,0.263319,0.103827,0.142665,0.049013,0.064085,0.030242,0.010475,0.022425,0.020716,0.015834,0.019435,0.009462,0.027965,0.030042,0.008787,0.008431,0.008276,0.007952,0.007304,0.008175,0.00814,0.028474
790,0.153305,0.0,0.0,0.053789,0.0,0.0,0.0,0.028234,0.0,0.0,0.018866,0.0,0.022746,0.0,0.096713,0.042769,0.0,0.00879,0.027222,0.047771,0.076324,6.446812,4.430179,0.101277,0.04152,0.063956,0.011551,0.026525,1.318951,0.043724,0.007452,0.004567,0.553255,0.009983,0.718099,2.028077,0.012265,0.074834,3.643091,3.104433,0.402311,0.166275,0.132388,0.04529,0.122269,0.024282,0.034998,0.040537,0.009622,0.014034,0.019608,0.011418,0.018174,0.009835,0.016269,0.027106,0.009912,0.009174,0.012975,0.009349,0.007656,0.007964,0.007368,0.029083
791,0.105576,0.0,0.0,0.056752,0.0,0.0,0.0,0.075937,0.0,0.0,0.062134,0.0,0.034766,0.0,0.051749,0.029218,0.0,0.007505,0.009647,0.020618,0.058899,6.055463,4.172667,0.068278,0.01068,0.009503,0.003895,0.025047,1.246097,0.031665,0.002859,0.00738,0.531781,0.008722,0.713323,1.921415,0.00385,0.082016,3.518373,2.796578,0.401382,0.158887,0.119313,0.037448,0.109436,0.020841,0.028429,0.036297,0.005777,0.010698,0.014287,0.013364,0.017007,0.01016,0.015557,0.022896,0.010716,0.011166,0.009822,0.008447,0.009224,0.011236,0.009141,0.027398
792,0.16335,0.0,0.0,0.058045,0.0,0.0,0.0,0.04009,0.0,0.0,0.041258,0.0,0.01273,0.0,0.008366,0.028421,0.0,0.012383,0.011147,0.014001,0.051921,5.753468,3.965438,0.069874,0.018689,0.020666,0.003235,0.024898,1.181955,0.030213,0.004522,0.007291,0.500637,0.009357,0.678425,1.8243,0.002678,0.077557,3.34721,2.660933,0.387687,0.152871,0.112459,0.039849,0.104064,0.021159,0.029623,0.035719,0.007613,0.007986,0.014367,0.009494,0.013907,0.008092,0.017977,0.016539,0.009536,0.008768,0.008335,0.006848,0.009423,0.007001,0.008249,0.029436
793,0.136461,0.0,0.0,0.065668,0.0,0.0,0.0,0.059135,0.0,0.0,0.031138,0.0,0.013143,0.0,0.021989,0.022648,0.0,0.018447,0.002964,0.01554,0.04845,5.46407,3.770218,0.06881,0.011494,0.020869,0.004386,0.019342,1.124244,0.030207,0.003299,0.004502,0.475868,0.003985,0.646228,1.734334,0.005315,0.074252,3.180904,2.532547,0.36448,0.143572,0.109129,0.0417,0.100256,0.018203,0.026414,0.033473,0.006083,0.012197,0.01366,0.011033,0.015685,0.00896,0.018224,0.020477,0.008003,0.007513,0.008378,0.008455,0.006598,0.006651,0.006772,0.025125
794,0.194045,0.0,0.0,0.025018,0.0,0.0,0.0,0.025479,0.0,0.0,0.015352,0.0,0.034655,0.0,0.01278,0.016099,0.0,0.014622,0.007128,0.012163,0.050259,5.17041,3.566582,0.064729,0.016846,0.019672,0.00616,0.017566,1.065773,0.027157,0.002873,0.00497,0.445394,0.004667,0.610196,1.63999,0.006426,0.071937,3.014576,2.400344,0.342724,0.136314,0.101904,0.034302,0.093557,0.01699,0.025028,0.029996,0.007386,0.006818,0.013857,0.009348,0.020423,0.012275,0.011556,0.015309,0.009074,0.008251,0.006324,0.009172,0.007218,0.007461,0.007827,0.023513
795,0.219543,0.0,0.0,0.030194,0.0,0.0,0.0,0.025247,0.0,0.0,0.026975,0.0,0.035527,0.0,0.056218,0.027291,0.0,0.010408,0.002919,0.014093,0.04878,4.867426,3.351111,0.060286,0.009854,0.021816,0.003868,0.018059,1.000319,0.025546,0.001596,0.004837,0.422856,0.00458,0.573043,1.54146,0.005748,0.067517,2.827781,2.248775,0.32438,0.128232,0.093677,0.031355,0.086414,0.022057,0.024998,0.029503,0.004942,0.009065,0.010388,0.013603,0.014984,0.009313,0.017843,0.015273,0.010329,0.006944,0.005952,0.006565,0.0085,0.007068,0.007687,0.020608
796,0.133062,0.0,0.0,0.015539,0.0,0.0,0.0,0.004739,0.0,0.0,0.011152,0.0,0.006999,0.0,0.044068,0.016542,0.0,0.003122,0.003221,0.015503,0.037777,4.617311,3.18782,0.063481,0.00994,0.011884,0.002893,0.014115,0.951879,0.025606,0.003587,0.00378,0.405941,0.007949,0.545445,1.462871,0.006612,0.061963,2.678848,2.141883,0.309884,0.120934,0.090389,0.035207,0.087313,0.018822,0.020464,0.026723,0.006886,0.010442,0.011277,0.011999,0.011406,0.011132,0.019057,0.015712,0.01159,0.010899,0.011464,0.010717,0.010223,0.009436,0.010725,0.015084
797,0.140498,0.0,0.0,0.017936,0.0,0.0,0.0,0.027245,0.0,0.0,0.025606,0.0,0.050146,0.0,0.007273,0.013066,0.0,0.011654,0.008516,0.013039,0.039084,4.380843,3.0212,0.052402,0.010074,0.013332,0.004608,0.015453,0.902905,0.025076,0.003896,0.005739,0.384355,0.004635,0.516815,1.387673,0.007816,0.059996,2.55512,2.025205,0.297266,0.118596,0.0833,0.035954,0.079314,0.015202,0.021724,0.027414,0.00803,0.00967,0.013127,0.015334,0.013457,0.009614,0.0108,0.016158,0.010886,0.010815,0.009367,0.008662,0.010627,0.010147,0.009968,0.017415
798,0.158346,0.0,0.0,0.029546,0.0,0.0,0.0,0.021129,0.0,0.0,0.032185,0.0,0.031853,0.0,0.02495,0.014815,0.0,0.008866,0.004079,0.01345,0.039712,4.139254,2.851516,0.050744,0.010439,0.014256,0.005437,0.014024,0.852373,0.024153,0.002232,0.002741,0.363193,0.005207,0.488378,1.313126,0.007097,0.054561,2.40108,1.918642,0.282383,0.111052,0.082261,0.031685,0.073791,0.015933,0.022226,0.026865,0.006077,0.008354,0.010551,0.01287,0.013463,0.007874,0.013896,0.014462,0.008086,0.007493,0.006905,0.007493,0.007474,0.007454,0.009613,0.0183
799,0.169541,0.0,0.0,0.018371,0.0,0.0,0.0,0.04834,0.0,0.0,0.035373,0.0,0.01028,0.0,0.042311,0.014424,0.0,0.004783,0.007395,0.004889,0.038375,3.915921,2.702331,0.046963,0.001504,0.014613,0.005067,0.014158,0.80857,0.021266,0.001552,0.004341,0.342009,0.005466,0.466042,1.245248,0.003353,0.054069,2.275915,1.814551,0.259801,0.104848,0.077937,0.029148,0.072423,0.017254,0.019386,0.027089,0.005094,0.010472,0.01252,0.009928,0.008964,0.007014,0.014351,0.014949,0.01072,0.00705,0.007482,0.007258,0.008944,0.009003,0.009838,0.016948
800,0.345913,0.0,0.0,0.561877,0.0,0.0,0.0,0.621352,0.0,0.0,0.589664,0.0,0.517625,0.0,0.566884,0.427407,0.0,0.395315,0.570445,0.680112,0.904029,2.373524,3.854972,1.822818,1.017638,0.42454,0.247037,0.208977,0.533366,0.573518,0.261472,0.18352,0.57828,0.265449,0.43165,0.787554,0.477816,0.38747,2.502711,1.561346,1.312818,0.309017,0.330222,0.504689,0.472742,0.122902,0.088064,0.131665,0.115837,0.092228,0.198998,0.05621,0.027061,0.040298,0.022158,0.016416,0.011439,0.013675,0.008932,0.009145,0.009633,0.007588,0.009494,0.013151
801,0.583379,0.0,0.0,0.055828,0.0,0.0,0.0,0.179363,0.0,0.0,0.020901,0.0,0.1967,0.0,0.35432,0.119803,0.0,0.227355,0.634317,0.42686,1.580842,2.957089,7.871192,7.785781,0.785368,0.857622,0.187287,0.156553,0.225886,3.001129,0.625855,0.124702,0.38138,1.032028,0.191866,0.49187,2.505191,0.325086,5.409155,0.451782,4.989278,0.417943,0.307835,1.160281,1.067389,0.272967,0.255335,0.284617,0.170673,0.21474,0.33429,0.042068,0.027471,0.040061,0.016365,0.017328,0.017059,0.010814,0.010689,0.010809,0.009717,0.010348,0.009828,0.030204
802,0.367128,0.0,0.0,0.041709,0.0,0.0,0.0,0.047735,0.0,0.0,0.067289,0.0,0.081734,0.0,0.222667,0.159404,0.0,0.060903,0.264155,0.41525,0.593874,1.075737,7.744816,7.999436,0.330918,0.813952,0.102408,0.081892,0.160048,2.787845,0.455162,0.036811,0.075714,0.58995,0.047881,0.282681,2.714916,0.035266,3.067561,0.095914,4.794447,0.167638,0.357084,0.762886,0.650017,0.192625,0.156986,0.148822,0.066118,0.065257,0.035823,0.017435,0.034018,0.022041,0.014808,0.011371,0.008695,0.007359,0.00962,0.010115,0.01212,0.01075,0.012178,0.030563
803,0.279836,0.0,0.0,0.07837,0.0,0.0,0.0,0.0642,0.0,0.0,0.018819,0.0,0.008658,0.0,0.11526,0.087064,0.0,0.015737,0.192175,0.25378,0.212539,1.02749,7.288037,7.536998,0.234777,0.658026,0.066141,0.032019,0.077821,1.67474,0.296752,0.030186,0.055408,0.656151,0.032668,0.342913,2.402562,0.020652,1.59426,0.044683,4.455354,0.172391,0.289443,0.371423,0.311981,0.14487,0.084169,0.073615,0.027849,0.023998,0.022532,0.026051,0.025592,0.010464,0.012214,0.007856,0.009763,0.009986,0.008563,0.00786,0.008375,0.008279,0.011101,0.030325
804,0.259166,0.0,0.0,0.07718,0.0,0.0,0.0,0.093032,0.0,0.0,0.088936,0.0,0.023977,0.0,0.110297,0.052887,0.0,0.044313,0.068541,0.08008,0.074871,0.775309,6.688842,6.994351,0.193528,0.341962,0.093233,0.039826,0.04235,1.3583,0.189688,0.011111,0.018783,0.568689,0.013524,0.238614,2.10722,0.006567,0.284874,0.131177,3.913948,0.301874,0.188686,0.157294,0.120599,0.122027,0.027327,0.04442,0.036927,0.01045,0.022501,0.019009,0.026972,0.00801,0.011305,0.01124,0.013047,0.011226,0.009029,0.007822,0.008917,0.010001,0.009398,0.025418
805,0.175827,0.0,0.0,0.054504,0.0,0.0,0.0,0.031362,0.0,0.0,0.03663,0.0,0.035427,0.0,0.021634,0.010949,0.0,0.019019,0.013271,0.022179,0.038234,0.600471,5.98456,6.462969,0.186099,0.035119,0.015192,0.007717,0.039294,1.287537,0.118086,0.010154,0.009093,0.532919,0.006123,0.204874,1.934147,0.0077,0.357815,0.018929,3.601154,0.296758,0.188603,0.127961,0.061412,0.124301,0.020763,0.028383,0.037528,0.012176,0.013701,0.018137,0.021121,0.00769,0.009456,0.008851,0.007591,0.011421,0.008574,0.00807,0.006638,0.008279,0.006677,0.028097
806,0.160812,0.0,0.0,0.031846,0.0,0.0,0.0,0.049987,0.0,0.0,0.047337,0.0,0.041743,0.0,0.009792,0.01364,0.0,0.018173,0.01234,0.013794,0.038165,0.564594,5.651988,6.104592,0.173827,0.023409,0.012239,0.006055,0.030212,1.2195,0.113969,0.005762,0.008147,0.504527,0.006425,0.190635,1.824511,0.006519,0.337703,0.01666,3.396501,0.284677,0.17924,0.118697,0.055738,0.113416,0.02251,0.027462,0.036275,0.009483,0.021606,0.014642,0.018349,0.008901,0.011515,0.008573,0.009197,0.011813,0.011213,0.009373,0.007432,0.009219,0.010807,0.021999
807,0.13373,0.0,0.0,0.03934,0.0,0.0,0.0,0.056371,0.0,0.0,0.062544,0.0,0.012544,0.0,0.013399,0.019487,0.0,0.008726,0.01496,0.022338,0.035186,0.537139,5.338861,5.764524,0.156683,0.029543,0.007531,0.005289,0.027254,1.152616,0.108123,0.008159,0.008963,0.478415,0.007612,0.182028,1.724668,0.003898,0.306723,0.021166,3.210105,0.270111,0.174082,0.118122,0.05592,0.110151,0.019298,0.028075,0.035649,0.008179,0.015315,0.011876,0.021488,0.007746,0.009987,0.011627,0.009645,0.006253,0.009492,0.008789,0.009438,0.008343,0.008486,0.025207
808,0.184075,0.0,0.0,0.043781,0.0,0.0,0.0,0.042033,0.0,0.0,0.05002,0.0,0.021126,0.0,0.015989,0.007542,0.0,0.002204,0.024604,0.005361,0.034316,0.510708,5.054985,5.4553,0.153377,0.03794,0.003685,0.005553,0.0289,1.089144,0.100024,0.006577,0.005127,0.449168,0.005426,0.175266,1.631052,0.009951,0.293221,0.025924,3.037026,0.252776,0.166161,0.110107,0.053837,0.10744,0.021303,0.023671,0.031183,0.008818,0.014228,0.014934,0.024192,0.010211,0.007361,0.007811,0.008404,0.008071,0.010206,0.00765,0.007046,0.0078,0.007926,0.022192
809,0.166846,0.0,0.0,0.024425,0.0,0.0,0.0,0.027961,0.0,0.0,0.042448,0.0,0.025188,0.0,0.016156,0.000624,0.0,0.00934,0.018286,0.019937,0.028631,0.478287,4.778428,5.160148,0.148672,0.03121,0.008817,0.00488,0.025663,1.029983,0.093117,0.006451,0.007326,0.42363,0.005768,0.164136,1.543797,0.011273,0.269089,0.018574,2.883119,0.244483,0.159102,0.099324,0.047904,0.098116,0.019541,0.021666,0.03244,0.009724,0.009277,0.009328,0.01829,0.008973,0.010269,0.008557,0.010224,0.006946,0.009555,0.007291,0.008624,0.008232,0.007335,0.022121
